TGNR	has_bruker_maldi	code_count	codes	has_medianpeaks	csv_file_count	run_accession	sample_accession	experiment_accession	inferred_year	phylogroup	phylogroup_rough	best_mash_dist	ST	is_ST131	one_representative_per_case	papG_variant	amr_gene_count	amr_genes	amr_products	vitek_CIP_result	vitek_CTR_result	vitek_MER_result	vitek_NFT_result	vitek_FOT_result	mic_vitek_CIP	mic_vitek_CTR	mic_vitek_MER	mic_vitek_NFT	mic_vitek_FOT	etest_CIP_result	etest_CTR_result	mic_etest_CIP	mic_etest_CTR
712034-19	False	0		False	0	ERR10177080	SAMEA111331352	ERX9713549	2019	B2-2	B2	0.00879843	12	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712039-19	False	0		False	0	ERR10177081	SAMEA111331353	ERX9713550	2019	B2-2	B2	0.00963752	80	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712044-19	False	0		False	0	ERR10177082	SAMEA111331354	ERX9713551	2019	B2-1	B2	0.0115896	83	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712088-19	False	0		False	0	ERR10177083	SAMEA111331355	ERX9713552	2019	B1	B1	0.00964568	533	False	True	no papG	9	aadA1;ant(2'')-Ia;aph(3')-Ia;blaEC-18;dfrA36;floR;qacEdelta1;sul1;sul2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside nucleotidyltransferase ANT(2'')-Ia;chloramphenicol/florfenicol efflux MFS transporter FloR;class C extended-spectrum beta-lactamase EC-18;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA36	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
712089-19	False	0		False	0	ERR10177084	SAMEA111331356	ERX9713553	2019	B2-1	B2	0.00190042	131	True	True	no papG_papGII	8	aadA5;blaCTX-M-15;blaEC-5;dfrA17;mph(A);qacEdelta1;sul1;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
712121-19	False	0		False	0	ERR10177085	SAMEA111331357	ERX9713554	2019	B1	B1	0.00757046	937	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712130-19	False	0		False	0	ERR10177086	SAMEA111331358	ERX9713555	2019	D1	D	0.0014934	69	False	True	no papG_papGII	2	blaEC-8;tet(B)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;tetracycline efflux MFS transporter Tet(B)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712134-19	False	0		False	0	ERR10177087	SAMEA111331359	ERX9713556	2019	B2-2	B2	0.00280734	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712141-19	False	0		False	0	ERR10177088	SAMEA111331360	ERX9713557	2019	B2-2	B2	0.00950735	141	False	True	no papG_papGIII	5	aph(3'')-Ib;aph(6)-Id;blaEC-19;dfrA14;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;class C extended-spectrum beta-lactamase EC-19;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA14	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712158-19	False	0		False	0	ERR10177089	SAMEA111331361	ERX9713558	2019	B2-2	B2	0.00233407	73	False	True	no papG_papGII	2	blaEC-5;blaTEM-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712166-18	True	0		True	4	ERR10177090	SAMEA111331362	ERX9713559	2018	B2-1	B2	0.00313798	131	True	False	no papG	9	aac(3)-IId;aadA2;blaEC-5;blaTEM-1;dfrA12;mph(A);qacEdelta1;sul1;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside N-acetyltransferase AAC(3)-IId;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA12	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712180-19	False	0		False	0	ERR10177091	SAMEA111331363	ERX9713560	2019	B2-2	B2	0.00311497	73	False	True	no papG	7	aadA2;blaEC-5;blaTEM-235;dfrA12;mph(A);qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;Mph(A) family macrolide 2'-phosphotransferase;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A beta-lactamase TEM-235;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA12	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712184-19	False	0		False	0	ERR10177092	SAMEA111331364	ERX9713561	2019	E2	E	0.0173415	1011	False	True	no papG	11	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-15;blaTEM-1;dfrA1;qacEdelta1;sul1;sul2;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712190-18	True	0		True	4	ERR10177093	SAMEA111331365	ERX9713562	2018	B2-2	B2	0.00177514	73	False	False	no papG_papGII	2	blaEC-5;blaSHV-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712215-19	False	0		False	0	ERR10177094	SAMEA111331366	ERX9713563	2019	B1	B1	0.00787023	NF	False	True	no papG	1	blaEC-18	class C extended-spectrum beta-lactamase EC-18	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712246-18	True	4	74204ca4-f826-42bd-8754-5b9308637203;83df2ede-bc2d-4d12-9d75-4402fd86893a;9455037e-e547-4587-b8af-305986f0c321;d87f8f52-aa6b-4ac8-9e33-ba15a57dc6b6	True	8	ERR10177095	SAMEA111331367	ERX9713564	2018	B1	B1	0.00821646	162	False	True	no papG	2	blaEC-13;tet(34)	class C extended-spectrum beta-lactamase EC-13;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712247-19	False	0		False	0	ERR10177096	SAMEA111331368	ERX9713565	2019	B2-1	B2	0.0111233	83	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	=32	NA	NA	NA	NA
712249-19	False	0		False	0	ERR10177097	SAMEA111331369	ERX9713566	2019	D1	D	0.00432891	69	False	True	no papG_papGII	9	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA7;qacEdelta1;sul1;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA7	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712250-19	False	0		False	0	ERR10177098	SAMEA111331370	ERX9713567	2019	D2	D	0.00369655	349	False	True	no papG	3	blaEC-8;tet(34);tet(M)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline resistance ribosomal protection protein Tet(M)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
712292-A-18	False	0		False	0	ERR10177099	SAMEA111331371	ERX9713568	2018	B2-2	B2	0.00163762	73	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712292-B-18-wh	False	0		False	0	ERR10177100	SAMEA111331372	ERX9713569	2018	D1	D	0.0135558	925	False	False	no papG	8	aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaEC-8;blaTEM-1;catA1;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);type A-1 chloramphenicol O-acetyltransferase														
712311-19	False	0		False	0	ERR10177101	SAMEA111331373	ERX9713570	2019	B2-1	B2	0.00545395	131	True	True	no papG	2	blaCTX-M-15;blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
712328-18	True	4	06a59d8b-4a93-477f-85fc-04dc31a433aa;766b1ead-b019-4d78-aa0e-f43105b62b8d;9afb968c-0943-473e-bee0-ad75a97589f0;9f1528a4-0c88-4027-a608-26320fa05bef	True	8	ERR10177102	SAMEA111331374	ERX9713571	2018	D1	D	0.00415724	69	False	False	no papG_papGIV	11	aadA5;aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA17;mph(A);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712342-19	False	0		False	0	ERR10177103	SAMEA111331375	ERX9713572	2019	B2-1	B2	0.00564181	131	True	False	no papG	8	aadA5;blaCTX-M-15;blaEC-5;dfrA17;erm(B);mph(A);qacEdelta1;sul1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B);ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA17	intermediär	resistent	sensibel	sensibel	sensibel	=0.5	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
712407-19	False	0		False	0	ERR10177104	SAMEA111331376	ERX9713573	2019	F	F	0.0143537	457	False	True	no papG	3	blaEC-8;blaTEM-235;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A beta-lactamase TEM-235;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	intermediär	sensibel	sensibel	sensibel	sensibel	=0.5	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712425-19	False	0		False	0	ERR10177105	SAMEA111331377	ERX9713574	2019	B2-2	B2	0.00916167	127	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712426-19	False	0		False	0	ERR10177106	SAMEA111331378	ERX9713575	2019	B2-2	B2	0.0107017	127	False	True	no papG_papGII_papGIII	3	blaEC-5;blaTEM-1;catA1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;type A-1 chloramphenicol O-acetyltransferase	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712431-19	False	0		False	0	ERR10177107	SAMEA111331379	ERX9713576	2019	B2-1	B2	0.0111145	538	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712585-18	True	0		True	4	ERR10177108	SAMEA111331380	ERX9713577	2018	B2-2	B2	0.0127056	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712663-19	False	0		False	0	ERR10177109	SAMEA111331381	ERX9713578	2019	B2-2	B2	0.00270041	73	False	True	no papG_papGII	3	blaCTX-M-15;blaEC-5;blaTEM-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;class A extended-spectrum beta-lactamase CTX-M-15	sensibel	resistent	sensibel	sensibel	sensibel	<=0.25	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
712679-19-wh2	False	0		False	0	ERR10177110	SAMEA111331382	ERX9713579	2019	B2-2	B2	0.0116886	NF*?	False	True	no papG_papGIII	0																
712695-19	False	0		False	0	ERR10177111	SAMEA111331383	ERX9713580	2019	B1	B1	0.00739501	156	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712720-19-1	False	0		False	0	ERR10177112	SAMEA111331384	ERX9713581	2019	B2-2	B2	0.0117383	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-1-1	False	0		False	0	ERR10177113	SAMEA111331385	ERX9713582	2019	B2-2	B2	0.0117383	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-2	False	0		False	0	ERR10177114	SAMEA111331386	ERX9713583	2019	B2-2	B2	0.0117519	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-2-1	False	0		False	0	ERR10177115	SAMEA111331387	ERX9713584	2019	B2-2	B2	0.0117519	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-3	False	0		False	0	ERR10177116	SAMEA111331388	ERX9713585	2019	B2-2	B2	0.0117157	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-3-1	False	0		False	0	ERR10177117	SAMEA111331389	ERX9713586	2019	B2-2	B2	0.0117338	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-4	False	0		False	0	ERR10177118	SAMEA111331390	ERX9713587	2019	B2-2	B2	0.0117564	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-5	False	0		False	0	ERR10177119	SAMEA111331391	ERX9713588	2019	B2-2	B2	0.0117383	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-6	False	0		False	0	ERR10177120	SAMEA111331392	ERX9713589	2019	B2-2	B2	0.0117474	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712720-19-7	False	0		False	0	ERR10177121	SAMEA111331393	ERX9713590	2019	B2-2	B2	0.0117428	1057	False	False	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
712814-18-wh	False	0		False	0	ERR10177122	SAMEA111331394	ERX9713591	2018	B2-2	B2	0.00215927	73	False	True	no papG_papGII	3	aadA1;blaEC-5;blaSHV-1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-1														
712829-19	False	0		False	0	ERR10177123	SAMEA111331395	ERX9713592	2019	B2-2	B2	0.00215112	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
712972-19	False	0		False	0	ERR10177124	SAMEA111331396	ERX9713593	2019	D1	D	0.00497821	69	False	False	no papG	9	aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC-8;blaTEM-1;dfrA14;qnrS1;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;class A extended-spectrum beta-lactamase CTX-M-15;quinolone resistance pentapeptide repeat protein QnrS1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA14	resistent	resistent	sensibel	sensibel	sensibel	=1	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
712985-19	False	0		False	0	ERR10177125	SAMEA111331397	ERX9713594	2019	D2	D	0.00195939	349	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
713054-19	False	0		False	0	ERR10177126	SAMEA111331398	ERX9713595	2019	B2-2	B2	0.010706	2557	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
713126-19	False	0		False	0	ERR10177127	SAMEA111331399	ERX9713596	2019	B2-2	B2	0.00930564	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
713130-19	False	0		False	0	ERR10177128	SAMEA111331400	ERX9713597	2019	A	A	0.0112025	93	False	False	no papG_papGIII	4	blaEC-15;blaTEM-1;tet(34);tet(A)	class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
713222-19-1	False	0		False	0	ERR10177129	SAMEA111331401	ERX9713598	2019	B2-1	B2	0.00214569	131	True	False	no papG_papGII	6	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3														
713222-19-10	False	0		False	0	ERR10177130	SAMEA111331402	ERX9713599	2019	B2-1	B2	0.00228199	131	True	False	no papG_papGII	6	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3														
713222-19-2	False	0		False	0	ERR10177131	SAMEA111331403	ERX9713600	2019	B2-1	B2	0.0020024	131	True	False	no papG_papGII	6	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3														
713222-19-3	False	0		False	0	ERR10177132	SAMEA111331404	ERX9713601	2019	B2-1	B2	0.00218102	131	True	False	no papG_papGII	6	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3														
713222-19-4	False	0		False	0	ERR10177133	SAMEA111331405	ERX9713602	2019	B2-1	B2	0.00199702	131	True	False	no papG_papGII	6	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3														
