site,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob_r,mean_prob_s,adequacy_label,interpretation
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,2,2,0,,0.0751162,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.282097,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,12,0,12,,,0.129118,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,4,3,1,0.333333,0.582824,0.838935,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,2,2,0,,0.394305,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,6,5,1,0.0,0.450794,0.928076,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=R,1,0,1,,,0.139062,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,27,0,27,,,0.254542,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,1,0,1,,,0.0786836,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,background_resistance_burden,0,1403,14,1389,0.53754,0.375797,0.30171,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,CRO,background_resistance_burden,1,362,32,330,0.709754,0.521692,0.323555,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,background_resistance_burden,2,137,65,72,0.656624,0.534523,0.361303,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,background_resistance_burden,3,47,42,5,0.57619,0.554139,0.451539,interpretable,borderline_in_stratum
DRIAMS-D,CRO,background_resistance_burden,4,45,45,0,,0.684503,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,CRO,background_resistance_burden_bin,multi,229,152,77,0.697198,0.584345,0.367162,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,background_resistance_burden_bin,none,1403,14,1389,0.53754,0.375797,0.30171,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,CRO,background_resistance_burden_bin,single,362,32,330,0.709754,0.521692,0.323555,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,45,45,0,,0.684503,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,10,5,5,0.44,0.431294,0.451539,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,16,16,0,,0.654944,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,64,5,59,0.915254,0.802358,0.343726,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,7,6,1,0.833333,0.414264,0.173336,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.977533,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.58969,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,15,15,0,,0.596415,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,10,10,0,,0.506159,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,23,23,0,,0.503306,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,176,8,168,0.62128,0.457763,0.375045,interpretable,signal_retained_in_stratum
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.141778,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.0833763,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,6,6,0,,0.282009,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,14,3,11,0.454545,0.478749,0.456764,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,3,3,0,,0.312748,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,144,0,144,,,0.271946,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,1,0,1,,,0.06102,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=R,1,0,1,,,0.53621,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,2,1,1,1.0,0.114581,0.0382349,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,7,7,0,,0.728673,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,7,4,3,0.5,0.523513,0.58456,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,8,8,0,,0.611094,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,1368,7,1361,0.496274,0.363309,0.301055,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,5,5,0,,0.318748,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.155261,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,2,2,0,,0.122713,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.478093,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,12,0,12,,,0.211463,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.986725,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,3,3,0,,0.614352,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.534603,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,5,5,0,,0.552223,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=R,2,1,1,1.0,0.892454,0.214858,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,27,0,27,,,0.340812,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.968986,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,1,0,1,,,0.136506,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,background_resistance_burden,0,1530,168,1362,0.615101,0.51817,0.415738,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden,1,232,70,162,0.633862,0.519334,0.396291,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden,2,76,51,25,0.543529,0.619447,0.591784,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Cipro,background_resistance_burden,3,50,37,13,0.644491,0.702465,0.581341,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden,4,51,45,6,0.803704,0.750385,0.412038,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden_bin,multi,177,133,44,0.646787,0.686845,0.564188,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden_bin,none,1530,168,1362,0.615101,0.51817,0.415738,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,background_resistance_burden_bin,single,232,70,162,0.633862,0.519334,0.396291,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,51,45,6,0.803704,0.750385,0.412038,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,8,5,3,0.533333,0.570908,0.517621,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,19,16,3,0.875,0.758107,0.304541,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.827798,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,6,6,0,,0.648285,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1.0,0.977296,0.309667,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.716818,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,16,5,11,0.509091,0.54607,0.543573,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,203,59,144,0.621704,0.501388,0.391397,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,2,1,1,1.0,0.293936,0.211292,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=R,1,0,1,,,0.608756,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,1,0,1,,,0.0943526,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R|Cefepime=R,1,1,0,,0.741832,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,22,15,7,0.561905,0.684341,0.727278,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,10,4,0.475,0.574056,0.564491,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,31,23,8,0.353261,0.582525,0.704865,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,15,8,7,0.767857,0.746281,0.480085,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,5,0,5,,,0.415468,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1.0,0.271064,0.100546,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.236268,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,3,0,3,,,0.664598,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,1529,168,1361,0.615479,0.51817,0.415411,interpretable,signal_retained_in_stratum
DRIAMS-D,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,1,0,1,,,0.859764,underpowered_low_n,do_not_overinterpret
